,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
56,2022-08-26 06:32:03.979500000,2022-08-26 06:32:03.979500000,2022-08-26 06:32:03.986400000,123.9795,123.9864,24609.0,35398.0,Echolocation,Eptesicus serotinus,0.375,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
57,2022-08-26 06:32:04.279500000,2022-08-26 06:32:04.279500000,2022-08-26 06:32:04.288000000,124.2795,124.288,24609.0,31826.0,Echolocation,Eptesicus serotinus,0.306,0.56,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
58,2022-08-26 06:32:08.263500000,2022-08-26 06:32:08.263500000,2022-08-26 06:32:08.267900000,128.2635,128.2679,28046.0,42871.0,Echolocation,Plecotus auritus,0.3,0.561,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
59,2022-08-26 06:32:08.407500000,2022-08-26 06:32:08.407500000,2022-08-26 06:32:08.415300000,128.4075,128.4153,25468.0,37586.0,Echolocation,Eptesicus serotinus,0.485,0.645,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
60,2022-08-26 06:32:08.540500000,2022-08-26 06:32:08.540500000,2022-08-26 06:32:08.547100000,128.5405,128.5471,26328.0,35446.0,Echolocation,Eptesicus serotinus,0.396,0.572,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
61,2022-08-26 06:32:08.772500000,2022-08-26 06:32:08.772500000,2022-08-26 06:32:08.779300000,128.7725,128.7793,24609.0,34743.0,Echolocation,Eptesicus serotinus,0.369,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
62,2022-08-26 06:32:14.011500000,2022-08-26 06:32:14.011500000,2022-08-26 06:32:14.019200000,134.0115,134.0192,25468.0,36260.0,Echolocation,Eptesicus serotinus,0.437,0.574,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
63,2022-08-26 06:32:14.237500000,2022-08-26 06:32:14.237500000,2022-08-26 06:32:14.245500000,134.2375,134.2455,24609.0,33170.0,Echolocation,Eptesicus serotinus,0.386,0.521,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
64,2022-08-26 06:32:14.478500000,2022-08-26 06:32:14.478500000,2022-08-26 06:32:14.485400000,134.4785,134.4854,24609.0,36511.0,Echolocation,Eptesicus serotinus,0.505,0.637,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
65,2022-08-26 06:32:14.744500000,2022-08-26 06:32:14.744500000,2022-08-26 06:32:14.752500000,134.7445,134.7525,23750.0,38080.0,Echolocation,Eptesicus serotinus,0.456,0.697,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
66,2022-08-26 06:32:15.033500000,2022-08-26 06:32:15.033500000,2022-08-26 06:32:15.040100000,135.0335,135.0401,26328.0,37514.0,Echolocation,Eptesicus serotinus,0.464,0.603,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
67,2022-08-26 06:32:23.591500000,2022-08-26 06:32:23.591500000,2022-08-26 06:32:23.598800000,143.5915,143.5988,24609.0,34925.0,Echolocation,Eptesicus serotinus,0.39,0.649,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
68,2022-08-26 06:32:24.481500000,2022-08-26 06:32:24.481500000,2022-08-26 06:32:24.489700000,144.4815,144.4897,26328.0,35516.0,Echolocation,Eptesicus serotinus,0.358,0.559,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
69,2022-08-26 06:32:24.761500000,2022-08-26 06:32:24.761500000,2022-08-26 06:32:24.769400000,144.7615,144.7694,25468.0,35655.0,Echolocation,Eptesicus serotinus,0.446,0.59,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
70,2022-08-26 06:32:25.056500000,2022-08-26 06:32:25.056500000,2022-08-26 06:32:25.064000000,145.0565,145.064,23750.0,33646.0,Echolocation,Eptesicus serotinus,0.3,0.579,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
71,2022-08-26 06:32:25.353500000,2022-08-26 06:32:25.353500000,2022-08-26 06:32:25.362200000,145.3535,145.3622,22890.0,33358.0,Echolocation,Eptesicus serotinus,0.323,0.69,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
158,2022-08-26 06:54:07.701500000,2022-08-26 06:54:07.701500000,2022-08-26 06:54:07.716200000,1447.7015,1447.7162,24609.0,29873.0,Echolocation,Nyctalus leisleri,0.327,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_063000.WAV,recover-20220828,UBNA_007,Telephone Field
132,2022-08-26 07:11:01.408500000,2022-08-26 07:11:01.408500000,2022-08-26 07:11:01.421600000,661.4085,661.4216,25468.0,30236.0,Echolocation,Nyctalus leisleri,0.375,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_070000.WAV,recover-20220828,UBNA_007,Telephone Field
325,2022-08-26 07:25:41.272500000,2022-08-26 07:25:41.272500000,2022-08-26 07:25:41.282200000,1541.2725,1541.2822,38359.0,45190.0,Echolocation,Pipistrellus nathusii,0.407,0.508,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_070000.WAV,recover-20220828,UBNA_007,Telephone Field
221,2022-08-26 08:17:32.493500000,2022-08-26 08:17:32.493500000,2022-08-26 08:17:32.502100000,1052.4935,1052.5021,40078.0,45845.0,Echolocation,Pipistrellus nathusii,0.5,0.542,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_080000.WAV,recover-20220828,UBNA_007,Telephone Field
249,2022-08-26 08:17:39.241500000,2022-08-26 08:17:39.241500000,2022-08-26 08:17:39.249700000,1059.2415,1059.2497,38359.0,45204.0,Echolocation,Pipistrellus nathusii,0.485,0.529,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_080000.WAV,recover-20220828,UBNA_007,Telephone Field
523,2022-08-26 08:18:48.146500000,2022-08-26 08:18:48.146500000,2022-08-26 08:18:48.155400000,1128.1465,1128.1554,39218.0,45690.0,Echolocation,Pipistrellus nathusii,0.484,0.557,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_080000.WAV,recover-20220828,UBNA_007,Telephone Field
575,2022-08-26 08:18:56.203500000,2022-08-26 08:18:56.203500000,2022-08-26 08:18:56.210700000,1136.2035,1136.2107,38359.0,45733.0,Echolocation,Pipistrellus nathusii,0.421,0.528,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_080000.WAV,recover-20220828,UBNA_007,Telephone Field
157,2022-08-26 08:34:05.037500000,2022-08-26 08:34:05.037500000,2022-08-26 08:34:05.051100000,245.0375,245.0511,23750.0,29681.0,Echolocation,Nyctalus leisleri,0.285,0.54,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
158,2022-08-26 08:34:20.679500000,2022-08-26 08:34:20.679500000,2022-08-26 08:34:20.691700000,260.6795,260.6917,25468.0,30967.0,Echolocation,Nyctalus leisleri,0.382,0.618,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
237,2022-08-26 08:35:22.650500000,2022-08-26 08:35:22.650500000,2022-08-26 08:35:22.664600000,322.6505,322.6646,25468.0,31723.0,Echolocation,Nyctalus leisleri,0.335,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
242,2022-08-26 08:35:23.475500000,2022-08-26 08:35:23.475500000,2022-08-26 08:35:23.490900000,323.4755,323.4909,25468.0,30485.0,Echolocation,Nyctalus leisleri,0.412,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
245,2022-08-26 08:36:06.917500000,2022-08-26 08:36:06.917500000,2022-08-26 08:36:06.927800000,366.9175,366.9278,27187.0,34470.0,Echolocation,Eptesicus serotinus,0.306,0.5,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
263,2022-08-26 08:37:38.687500000,2022-08-26 08:37:38.687500000,2022-08-26 08:37:38.696400000,458.6875,458.6964,28046.0,34988.0,Echolocation,Eptesicus serotinus,0.272,0.561,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
6042,2022-08-26 08:51:22.090500000,2022-08-26 08:51:22.090500000,2022-08-26 08:51:22.097700000,1282.0905,1282.0977,24609.0,34139.0,Echolocation,Eptesicus serotinus,0.389,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
6076,2022-08-26 08:51:26.644500000,2022-08-26 08:51:26.644500000,2022-08-26 08:51:26.654400000,1286.6445,1286.6544,39218.0,45087.0,Echolocation,Pipistrellus nathusii,0.478,0.52,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
6945,2022-08-26 08:53:27.671500000,2022-08-26 08:53:27.671500000,2022-08-26 08:53:27.679400000,1407.6715,1407.6794,40078.0,45405.0,Echolocation,Pipistrellus nathusii,0.566,0.579,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
8066,2022-08-26 08:56:34.680500000,2022-08-26 08:56:34.680500000,2022-08-26 08:56:34.689300000,1594.6805,1594.6893,37500.0,45209.0,Echolocation,Pipistrellus nathusii,0.411,0.516,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_083000.WAV,recover-20220828,UBNA_007,Telephone Field
439,2022-08-26 09:02:29.169500000,2022-08-26 09:02:29.169500000,2022-08-26 09:02:29.177000000,149.1695,149.177,38359,45588,Echolocation,Pipistrellus nathusii,0.45,0.549,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
1416,2022-08-26 09:07:43.066500000,2022-08-26 09:07:43.066500000,2022-08-26 09:07:43.074800000,463.0665,463.0748,39218,45905,Echolocation,Pipistrellus nathusii,0.537,0.586,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
1505,2022-08-26 09:07:58.388500000,2022-08-26 09:07:58.388500000,2022-08-26 09:07:58.396300000,478.3885,478.3963,38359,44705,Echolocation,Pipistrellus nathusii,0.35,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
2406,2022-08-26 09:11:30.447500000,2022-08-26 09:11:30.447500000,2022-08-26 09:11:30.466800000,690.4475,690.4668,22890,26027,Echolocation,Nyctalus leisleri,0.5,0.524,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
2897,2022-08-26 09:13:09.635500000,2022-08-26 09:13:09.635500000,2022-08-26 09:13:09.644400000,789.6355,789.6444,38359,44887,Echolocation,Pipistrellus nathusii,0.307,0.502,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
3002,2022-08-26 09:13:30.064500000,2022-08-26 09:13:30.064500000,2022-08-26 09:13:30.073200000,810.0645,810.0732,39218,45532,Echolocation,Pipistrellus nathusii,0.441,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
3127,2022-08-26 09:13:55.204500000,2022-08-26 09:13:55.204500000,2022-08-26 09:13:55.213100000,835.2045,835.2131,38359,44793,Echolocation,Pipistrellus nathusii,0.377,0.522,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
3246,2022-08-26 09:14:14.601500000,2022-08-26 09:14:14.601500000,2022-08-26 09:14:14.608900000,854.6015,854.6089,38359,45855,Echolocation,Pipistrellus nathusii,0.366,0.512,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
3511,2022-08-26 09:14:55.363500000,2022-08-26 09:14:55.363500000,2022-08-26 09:14:55.368200000,895.3635,895.3682,36640,45728,Echolocation,Barbastellus barbastellus,0.459,0.516,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
5903,2022-08-26 09:20:45.417500000,2022-08-26 09:20:45.417500000,2022-08-26 09:20:45.424100000,1245.4175,1245.4241,38359,45219,Echolocation,Pipistrellus nathusii,0.389,0.541,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
9051,2022-08-26 09:27:07.885500000,2022-08-26 09:27:07.885500000,2022-08-26 09:27:07.892100000,1627.8855,1627.8921,39218,45972,Echolocation,Pipistrellus nathusii,0.461,0.508,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_090000.WAV,recover-20220828,UBNA_007,Telephone Field
1623,2022-08-26 09:34:47.060500000,2022-08-26 09:34:47.060500000,2022-08-26 09:34:47.068600000,287.0605,287.0686,38359,45551,Echolocation,Pipistrellus nathusii,0.361,0.56,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
2493,2022-08-26 09:37:04.140500000,2022-08-26 09:37:04.140500000,2022-08-26 09:37:04.145000000,424.1405,424.145,36640,45486,Echolocation,Barbastellus barbastellus,0.456,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
2497,2022-08-26 09:37:04.638500000,2022-08-26 09:37:04.638500000,2022-08-26 09:37:04.647100000,424.6385,424.6471,38359,45818,Echolocation,Pipistrellus nathusii,0.429,0.588,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
2880,2022-08-26 09:38:00.429500000,2022-08-26 09:38:00.429500000,2022-08-26 09:38:00.437700000,480.4295,480.4377,39218,45920,Echolocation,Pipistrellus nathusii,0.49,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
3573,2022-08-26 09:39:46.629500000,2022-08-26 09:39:46.629500000,2022-08-26 09:39:46.636300000,586.6295,586.6363,39218,45839,Echolocation,Pipistrellus nathusii,0.444,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
5646,2022-08-26 09:43:55.734500000,2022-08-26 09:43:55.734500000,2022-08-26 09:43:55.737600000,835.7345,835.7376,24609,41488,Echolocation,Plecotus austriacus,0.396,0.524,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
6582,2022-08-26 09:45:51.227500000,2022-08-26 09:45:51.227500000,2022-08-26 09:45:51.236000000,951.2275,951.236,39218,45646,Echolocation,Pipistrellus nathusii,0.519,0.532,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
6908,2022-08-26 09:46:46.804500000,2022-08-26 09:46:46.804500000,2022-08-26 09:46:46.812800000,1006.8045,1006.8128,38359,45803,Echolocation,Pipistrellus nathusii,0.627,0.652,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_093000.WAV,recover-20220828,UBNA_007,Telephone Field
5084,2022-08-26 10:19:05.904500000,2022-08-26 10:19:05.904500000,2022-08-26 10:19:05.913500000,1145.9045,1145.9135,39218,45512,Echolocation,Pipistrellus nathusii,0.588,0.607,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_100000.WAV,recover-20220828,UBNA_007,Telephone Field
6358,2022-08-26 10:23:01.922500000,2022-08-26 10:23:01.922500000,2022-08-26 10:23:01.932700000,1381.9225,1381.9327,40078,45589,Echolocation,Pipistrellus nathusii,0.425,0.522,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_100000.WAV,recover-20220828,UBNA_007,Telephone Field
6874,2022-08-26 10:24:42.254500000,2022-08-26 10:24:42.254500000,2022-08-26 10:24:42.262900000,1482.2545,1482.2629,38359,45858,Echolocation,Pipistrellus nathusii,0.397,0.502,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_100000.WAV,recover-20220828,UBNA_007,Telephone Field
1921,2022-08-26 11:04:46.196500000,2022-08-26 11:04:46.196500000,2022-08-26 11:04:46.204700000,286.1965,286.2047,39218,45627,Echolocation,Pipistrellus nathusii,0.456,0.525,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_110000.WAV,recover-20220828,UBNA_007,Telephone Field
2702,2022-08-26 11:07:21.385500000,2022-08-26 11:07:21.385500000,2022-08-26 11:07:21.393400000,441.3855,441.3934,39218,45575,Echolocation,Pipistrellus nathusii,0.449,0.525,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_110000.WAV,recover-20220828,UBNA_007,Telephone Field
5428,2022-08-26 11:49:55.515499999,2022-08-26 11:49:55.515499999,2022-08-26 11:49:55.523300000,1195.5155,1195.5233,40078.0,45905.0,Echolocation,Pipistrellus nathusii,0.471,0.525,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_113000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-27 03:29:43.628500000,2022-08-27 03:29:43.628500000,2022-08-27 03:29:43.639300000,1783.6285,1783.6393,27187.0,35204.0,Echolocation,Eptesicus serotinus,0.376,0.522,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
1,2022-08-27 03:29:43.751500000,2022-08-27 03:29:43.751500000,2022-08-27 03:29:43.762600000,1783.7515,1783.7626,26328.0,33630.0,Echolocation,Nyctalus leisleri,0.291,0.572,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
2,2022-08-27 03:29:43.881500000,2022-08-27 03:29:43.881500000,2022-08-27 03:29:43.891400000,1783.8815,1783.8914,26328.0,35607.0,Echolocation,Eptesicus serotinus,0.339,0.608,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
3,2022-08-27 03:29:44.008500000,2022-08-27 03:29:44.008500000,2022-08-27 03:29:44.020000000,1784.0085,1784.02,26328.0,33301.0,Echolocation,Nyctalus leisleri,0.23,0.521,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
4,2022-08-27 03:29:44.276500000,2022-08-27 03:29:44.276500000,2022-08-27 03:29:44.289000000,1784.2765,1784.289,24609.0,36553.0,Echolocation,Eptesicus serotinus,0.477,0.68,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
5,2022-08-27 03:29:44.414500000,2022-08-27 03:29:44.414500000,2022-08-27 03:29:44.425000000,1784.4145,1784.425,25468.0,34380.0,Echolocation,Eptesicus serotinus,0.381,0.66,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
6,2022-08-27 03:29:44.563500000,2022-08-27 03:29:44.563500000,2022-08-27 03:29:44.574800000,1784.5635,1784.5748,25468.0,33082.0,Echolocation,Nyctalus leisleri,0.349,0.603,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
7,2022-08-27 03:29:44.703500000,2022-08-27 03:29:44.703500000,2022-08-27 03:29:44.714300000,1784.7035,1784.7143,26328.0,36936.0,Echolocation,Eptesicus serotinus,0.431,0.676,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
8,2022-08-27 03:29:44.985500000,2022-08-27 03:29:44.985500000,2022-08-27 03:29:44.998400000,1784.9855,1784.9984,24609.0,32804.0,Echolocation,Eptesicus serotinus,0.312,0.521,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_030000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-27 03:30:26.271500000,2022-08-27 03:30:26.271500000,2022-08-27 03:30:26.281200000,26.2715,26.2812,25468.0,33619.0,Echolocation,Eptesicus serotinus,0.333,0.534,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1,2022-08-27 03:30:26.531500000,2022-08-27 03:30:26.531500000,2022-08-27 03:30:26.541300000,26.5315,26.5413,25468.0,31574.0,Echolocation,Nyctalus leisleri,0.254,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
2,2022-08-27 03:30:30.570500000,2022-08-27 03:30:30.570500000,2022-08-27 03:30:30.583700000,30.5705,30.5837,25468.0,32912.0,Echolocation,Nyctalus leisleri,0.243,0.523,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
3,2022-08-27 03:30:30.863500000,2022-08-27 03:30:30.863500000,2022-08-27 03:30:30.874400000,30.8635,30.8744,25468.0,34118.0,Echolocation,Eptesicus serotinus,0.343,0.694,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
4,2022-08-27 03:30:31.007500000,2022-08-27 03:30:31.007500000,2022-08-27 03:30:31.018500000,31.0075,31.0185,25468.0,36594.0,Echolocation,Eptesicus serotinus,0.445,0.68,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
5,2022-08-27 03:30:31.142500000,2022-08-27 03:30:31.142500000,2022-08-27 03:30:31.155500000,31.1425,31.1555,25468.0,35504.0,Echolocation,Eptesicus serotinus,0.405,0.677,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
6,2022-08-27 03:30:31.286500000,2022-08-27 03:30:31.286500000,2022-08-27 03:30:31.297600000,31.2865,31.2976,25468.0,36474.0,Echolocation,Eptesicus serotinus,0.478,0.648,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
